control	mutant	uniprot	symbol	logfc	pvalue	fdr	qvalue	score
wt	fad	Q8QZT1	Acat1	-0.03624504970837705	0.4310796542224993	0.699040135207639	0.37105573002899217	-0.36544247417096504
wt	fad	Q9QUI0	Rhoa	0.04533047135469333	0.43130904846915885	0.699040135207639	0.37105573002899217	0.36521143065765527
wt	fad	P40124	Cap1	0.038743474525130994	0.4313734851452268	0.699040135207639	0.37105573002899217	0.36514655281021985
wt	fad	Q7TT50	Cdc42bpb	0.036164795560365594	0.43194207133724527	0.6993158073771822	0.37120205887760416	0.3645744934293144
wt	fad	Q920P5	Ak5	0.04784819396520554	0.43326254340452564	0.7008071554607764	0.3719936775901994	0.3632488551518108
wt	fad	O55234	Psmb5	-0.045977266422371627	0.43537943550487945	0.7035827894208687	0.37346700484779577	-0.3611320880594467
wt	fad	Q6X893	Slc44a1	0.045631073070985906	0.43620411192422026	0.7042669884333087	0.37383018279890246	0.36031024481513174
wt	fad	Q9CRB8	Mtfp1	0.043375810005128586	0.4371244612766263	0.7051042550923522	0.3742746102012117	0.3593948899180037
wt	fad	P00920	Ca2	-0.06923300086306103	0.4393709957289409	0.7080467131816532	0.3758364889538259	-0.3571686156235818
wt	fad	P35700	Prdx1	0.04178582545908745	0.439755508471796	0.7080467131816532	0.3758364889538259	0.35678871177062293
wt	fad	Q6NS52	Dgkb	0.07688395200004387	0.4415888302909923	0.7094727766441017	0.3765934541014269	0.3549819203430259
wt	fad	P35235	Ptpn11	-0.038958408562217224	0.44159074897386297	0.7094727766441017	0.3765934541014269	-0.35498003335785816
wt	fad	P51174	Acadl	-0.07099174081138185	0.44190680614517064	0.7094727766441017	0.3765934541014269	-0.35466930948426084
wt	fad	Q3UVL4	Vps51	0.036735742457117235	0.4422582436744429	0.7094727766441017	0.3765934541014269	0.3543240631125214
wt	fad	Q9QYF9	Ndrg3	0.03896317036394903	0.4428472426973106	0.7097688684326758	0.37675062183648456	0.35374605502834355
wt	fad	Q99KK7	Dpp3	0.04467154980229103	0.4440404958121221	0.7107021753725071	0.37724602813786584	0.3525774210886193
wt	fad	Q9Z1J3	Nfs1	-0.038278800860257665	0.4442394794208777	0.7107021753725071	0.37724602813786584	-0.3523828484603338
wt	fad	P46096	Syt1	0.03577498522578852	0.44473344505297274	0.7108444408633581	0.3773215437240344	0.3519002093057734
wt	fad	O08599	Stxbp1	0.037832670114310435	0.44610849794947527	0.712393461238698	0.3781437753202657	0.3505595037760632
wt	fad	Q9CQA3	Sdhb	-0.03804924439621937	0.44759935092335457	0.7141244189731702	0.3790625806269498	-0.3491105519261045
wt	fad	P36916	Gnl1	0.03710530503714615	0.44828029404934655	0.7145612316590401	0.3792944440663691	0.348450351863031
wt	fad	Q11136	Pepd	-0.03922182784798474	0.4490495352964399	0.7151378715474156	0.3796005288302739	-0.3477057487087037
wt	fad	Q68FD9	Kiaa1549	0.048522738293306916	0.44952572712465944	0.7152471904839323	0.37965855613908234	0.3472454478049692
wt	fad	P08414	Camk4	-0.04020317355149704	0.4506450940057437	0.7163787499819567	0.3802591963805557	-0.3461653525633999
wt	fad	Q921I1	Tf	0.07998263099126071	0.4525067643876003	0.7176667581281939	0.3809428807341635	0.344374924272589
wt	fad	Q99P72	Rtn4	0.03872824248688289	0.4527671344797486	0.7176667581281939	0.3809428807341635	0.3441251053006024
wt	fad	Q8K274	Fn3krp	-0.05202381655069031	0.4530138988892869	0.7176667581281939	0.3809428807341635	-0.343888473222659
wt	fad	Q9CX34	Sugt1	0.05933185762250996	0.45309103590087685	0.7176667581281939	0.3809428807341635	0.34381452995785883
wt	fad	A2AQ25	Skt	0.04540890117586939	0.45449334184957146	0.7186661351363377	0.38147335752176714	0.34247247464041
wt	fad	B2RUJ5	Apba1	-0.13756589191550536	0.4548875887897563	0.7186661351363377	0.38147335752176714	-0.34209591235372094
wt	fad	Q9D7X3	Dusp3	-0.04254600075491699	0.4554603916079295	0.7186661351363377	0.38147335752176714	-0.34154938478110625
wt	fad	Q8BSS9	Ppfia2	0.037147157134391436	0.4556939529729236	0.7186661351363377	0.38147335752176714	0.3413267344368969
wt	fad	Q9Z1X4	Ilf3	0.10382682157106979	0.4557694634796261	0.7186661351363377	0.38147335752176714	0.34125477587911013
wt	fad	Q9CR95	Necap1	-0.03617114315182639	0.45692354721481143	0.7195566147022808	0.3819460307328965	-0.3401564603248013
wt	fad	Q8BH58	Tiprl	-0.050421286435649054	0.4571542025031584	0.7195566147022808	0.3819460307328965	-0.33993728351821584
wt	fad	Q62443	Nptx1	0.04661578729715021	0.4612348783603758	0.725329042582849	0.3850100786085278	0.33607785899504883
wt	fad	P50544	Acadvl	-0.04734241009249132	0.46229125946380467	0.7261964691617346	0.3854705151217752	-0.33508431768569813
wt	fad	Q9QUR6	Prep	-0.040700337867255076	0.4626140470215495	0.7261964691617346	0.3854705151217752	-0.3347811842516827
wt	fad	P08551	Nefl	-0.061696673669367055	0.4631534946705247	0.7263624954529169	0.3855586431184035	-0.3342750546820213
wt	fad	Q02053	Uba1	-0.03483379873634893	0.4635475754457361	0.7263624954529169	0.3855586431184035	-0.3339056861295631
wt	fad	Q61316	Hspa4	-0.03198801511798849	0.46490163721267186	0.7274399932569884	0.3861305870085431	-0.3326389243886981
wt	fad	Q9D0F9	Pgm1	-0.04399868200231653	0.4650642008172883	0.7274399932569884	0.3861305870085431	-0.33248708982816866
wt	fad	Q62048	Pea15	-0.0651423017439774	0.4656654523762037	0.7277318512201582	0.3862855073974225	-0.33192598109009414
wt	fad	Q91YT0	Ndufv1	-0.02972241491539369	0.4662318276856614	0.7278163010502917	0.3863303339986331	-0.33139808234603246
wt	fad	Q99LC3	Ndufa10	0.04891999616047428	0.4668665850835043	0.7278163010502917	0.3863303339986331	0.33080720859899415
wt	fad	Q99KK2	Cmas	-0.06496750521756468	0.4669636210727228	0.7278163010502917	0.3863303339986331	-0.3307169519451882
wt	fad	Q9WUT3	Rps6ka2	-0.048052687898205326	0.4675249079489716	0.7279485740154774	0.38640054547747105	-0.33019524661684474
wt	fad	Q8VE62	Paip1	-0.05338384993804303	0.4679829376403134	0.7279485740154774	0.38640054547747105	-0.3297699807372906
wt	fad	Q9D7G0	Prps1	0.05574479171762127	0.4684248601343529	0.7279485740154774	0.38640054547747105	0.3293600642131118
wt	fad	Q9WUR9	Ak4	0.035682090696321764	0.46870762885327033	0.7279485740154774	0.38640054547747105	0.32909797768969973
wt	fad	Q9EQ80	Nif3l1	-0.040344260788306226	0.46916952182240057	0.7280216717933802	0.38643934632448557	-0.32867020826638754
wt	fad	Q9Z2Y8	Prosc	-0.040350909577798806	0.46972007865788246	0.7282321007460987	0.3865510435858267	-0.3281608750648966
wt	fad	Q6PAK3	Prmt8	-0.050429494279188025	0.4703567052697267	0.728575479036514	0.3867333113495915	-0.3275726604178599
wt	fad	Q64105	Spr	-0.03932630707026664	0.47097618592296686	0.7288917163093535	0.3869011724583116	-0.3270010516475652
wt	fad	Q9D358	Acp1	-0.038444502366118655	0.471739320428917	0.7294295218966954	0.3871866436848894	-0.3262979229198728
wt	fad	Q9WV34	Mpp2	-0.043436337479079115	0.47249703173063873	0.7299580023655554	0.3874671650688593	-0.3256009154236146
wt	fad	Q8CGY8	Ogt	0.04051315598642788	0.47486409870672497	0.7329696510380846	0.3890657707003432	0.32343066327319525
wt	fad	Q9D0F3	Lman1	-0.039995984571693496	0.47661517964830435	0.734336753926619	0.3897914391345014	-0.3218321299868059
wt	fad	P29595	Nedd8	-0.05030280075974819	0.4767522993068747	0.734336753926619	0.3897914391345014	-0.3217072037378983
wt	fad	Q02248	Ctnnb1	0.04747943831147339	0.4773075755769115	0.734336753926619	0.3897914391345014	0.3212016726835341
wt	fad	P38647	Hspa9	-0.03072176933709424	0.4774234964275056	0.734336753926619	0.3897914391345014	-0.32109621097295576
wt	fad	Q8C1B1	Camsap2	-0.042855954383798564	0.47827094098986933	0.7349960608031704	0.39014140415377635	-0.32032600539425493
wt	fad	P52480	Pkm	-0.04458756692300358	0.4796174252640004	0.7354689567886532	0.39039242087840115	-0.3191050466771793
wt	fad	P63005	Pafah1b1	0.03636669408054079	0.4801207437120856	0.7354689567886532	0.39039242087840115	0.31864952984613326
wt	fad	O88704	Hcn1	0.038170538877238244	0.4802574955757477	0.7354689567886532	0.39039242087840115	0.3185258482012349
wt	fad	P68181	Prkacb	0.06257884364738775	0.4807353429812492	0.7354689567886532	0.39039242087840115	0.3180939479826726
wt	fad	P14685	Psmd3	-0.06371477127534092	0.480741587715974	0.7354689567886532	0.39039242087840115	-0.3180883065496951
wt	fad	Q9ES97	Rtn3	-0.03253260341318054	0.4810930839848284	0.7354689567886532	0.39039242087840115	-0.31777088630844164
wt	fad	P51655	Gpc4	0.04554547589484706	0.481807908428617	0.7355067325254113	0.39041247252189654	0.3171260757392509
wt	fad	Q8BL65	Ablim2	-0.035196098002650764	0.48195597857790484	0.7355067325254113	0.39041247252189654	-0.31699262801384165
wt	fad	P47941	Crkl	0.043178457943318115	0.48391283775798766	0.7378514598308152	0.3916570713055803	0.31523285630944026
wt	fad	Q8K1A6	Cc2d1a	0.051399250204918756	0.48479809289988973	0.7385595946521758	0.39203295456301424	0.31443909726727226
wt	fad	O35857	Timm44	-0.04126621959827371	0.48617691848174527	0.7400177727107223	0.39280696637832374	-0.31320566337413075
wt	fad	Q8R5C5	Actr1b	0.03130844157427109	0.4891450503799678	0.7438904362364329	0.39486260513111476	0.31056233670760075
wt	fad	Q9D9V3	Echdc1	0.042774792818591534	0.4905118585482493	0.7453232136382489	0.3956231340879278	0.30935048871254756
wt	fad	Q61490	Alcam	-0.0409968098392056	0.49216769459033605	0.7460794632264611	0.3960245570233289	-0.30788689636585015
wt	fad	Q8C437	Pex5l	-0.03559751789761314	0.49300986477688424	0.7460794632264611	0.3960245570233289	-0.30714439071201205
wt	fad	Q9CYG7	Tomm34	0.032380391620941765	0.49301202530372457	0.7460794632264611	0.3960245570233289	0.30714248749892076
wt	fad	Q99KJ8	Dctn2	-0.04006825026874612	0.49307141212978467	0.7460794632264611	0.3960245570233289	-0.3070901767716379
wt	fad	Q9CZS1	Aldh1b1	0.038874404359969375	0.49313514378501133	0.7460794632264611	0.3960245570233289	0.30703404592144223
wt	fad	Q8VE33	Gdap1l1	0.036672652830239016	0.49373196252531193	0.7463390131196576	0.3961623280471205	0.3065087571251076
wt	fad	P62242	Rps8	0.039696073009013226	0.49468804816041445	0.7469766227677358	0.3965007760153061	0.30566858221856325
wt	fad	Q8BP92	Rcn2	-0.05263520508994046	0.49500502124152523	0.7469766227677358	0.3965007760153061	-0.3053903956393073
wt	fad	Q9CWJ9	Atic	-0.038931176700371335	0.49714544623495505	0.7492805502520262	0.39772371794890943	-0.3035165342922785
wt	fad	P97797	Sirpa	-0.04225172266029518	0.4973856644123137	0.7492805502520262	0.39772371794890943	-0.30330673606718195
wt	fad	Q61151	Ppp2r5e	-0.031257205795030725	0.4984862905341657	0.7501822565178387	0.3982023503762641	-0.30234678123845227
wt	fad	Q64674	Srm	0.06512922560205615	0.49883914151357134	0.7501822565178387	0.3982023503762641	0.30203947685262256
wt	fad	Q8VCT3	Rnpep	-0.037349228795160686	0.5003577933789022	0.7505498749074293	0.3983974849658985	-0.3007193314240999
wt	fad	Q9D8B7	Jam3	-0.03582156977207049	0.5011943512845154	0.7505498749074293	0.3983974849658985	-0.29999383237020444
wt	fad	Q3U1J4	Ddb1	-0.037698217316128754	0.5014640229320058	0.7505498749074293	0.3983974849658985	-0.2997602195779185
wt	fad	Q810U4	Nrcam	-0.04238283733021801	0.5021083117574232	0.7505498749074293	0.3983974849658985	-0.2992025893794745
wt	fad	Q9QXK3	Copg2	0.04983320463354438	0.5028130315462418	0.7505498749074293	0.3983974849658985	0.2985934751084286
wt	fad	P23927	Cryab	0.06780750009065799	0.5029748518386675	0.7505498749074293	0.3983974849658985	0.2984537286234534
wt	fad	Q8BUK6	Hook3	0.043314319052408116	0.5029864472309304	0.7505498749074293	0.3983974849658985	0.29844371667790404
wt	fad	Q8CAA7	Pgm2l1	-0.0442701522593682	0.503351327061085	0.7505498749074293	0.3983974849658985	-0.29812878205498455
wt	fad	P62715	Ppp2cb	-0.02937075615701027	0.5034414142491412	0.7505498749074293	0.3983974849658985	-0.2980510612547402
wt	fad	Q62433	Ndrg1	-0.0418801015198465	0.5034520976280183	0.7505498749074293	0.3983974849658985	-0.29804184531990724
wt	fad	B2RY56	Rbm25	-0.07190109146970475	0.5037878932427076	0.7505498749074293	0.3983974849658985	-0.29775227344184146
wt	fad	Q8CHT1	Ngef	0.0675289317028713	0.5045981694800908	0.751119412584868	0.3986997998231394	0.2970543292963228
wt	fad	Q99LD4	Gps1	-0.034127959200755946	0.5058570889670524	0.7514691584683095	0.3988854475528889	-0.2959721595225087
wt	fad	Q8C0J2	Atg16l1	-0.04820037432525594	0.5063559377256693	0.7514691584683095	0.3988854475528889	-0.29554409294956735
wt	fad	Q9JKN6	Nova1	-0.037039269651182344	0.5065796476616371	0.7514691584683095	0.3988854475528889	-0.29535226240531764
wt	fad	Q69Z98	Brsk2	0.06443775890716072	0.5074425380373948	0.7514691584683095	0.3988854475528889	0.29461312942692786
wt	fad	Q9EQ20	Aldh6a1	-0.057136003574258354	0.5076215432701818	0.7514691584683095	0.3988854475528889	-0.29445995488934207
wt	fad	P08003	Pdia4	0.0620276548729084	0.5076879467825368	0.7514691584683095	0.3988854475528889	0.29440314722760264
wt	fad	P24288	Bcat1	-0.045065499291175606	0.5078304398537978	0.7514691584683095	0.3988854475528889	-0.29428127064559567
wt	fad	P19246	Nefh	-0.04619023584004023	0.5095573597891228	0.7533893567227552	0.399904703142401	-0.29280692129885977
wt	fad	Q0VBF8	Stum	0.042603418985727615	0.5102635187673313	0.7533958632116954	0.3999081568353752	0.29220548039282374
wt	fad	Q61584	Fxr1	0.04413959464006357	0.5104203312585218	0.7533958632116954	0.3999081568353752	0.29207203495788003
wt	fad	D3YZP9	Ccdc6	0.05040403175306264	0.5109023484228152	0.7534160642198031	0.39991887968150835	0.291662101027414
wt	fad	Q69ZK9	Nlgn2	0.0391208265775706	0.5113147573955761	0.7534160642198031	0.39991887968150835	0.2913116726304412
wt	fad	Q8BG32	Psmd11	0.03501050313177424	0.5117863855742365	0.7534160642198031	0.39991887968150835	0.2909112712988264
wt	fad	Q9Z2I9	Sucla2	0.03026020297606004	0.5121512049083904	0.7534160642198031	0.39991887968150835	0.2906018012063294
wt	fad	Q6ZQ29	Taok2	-0.0821157301351384	0.5125841079578124	0.7534213647118599	0.3999216932223204	-0.29023486271131144
wt	fad	Q8R5M8	Cadm1	0.05371194402432003	0.5195804235325383	0.7629159980046953	0.40496151555925125	0.28434722040108384
wt	fad	Q80W21	Gstm7	-0.11136216245828963	0.5204752170245428	0.7629159980046953	0.40496151555925125	-0.2835999450501415
wt	fad	Q9D517	Agpat3	-0.05337413958513443	0.52129649850486115	0.7629159980046953	0.40496151555925125	-0.2829151921746965
wt	fad	Q80TJ1	Cadps	0.026531441528879512	0.5213261318131112	0.7629159980046953	0.40496151555925125	0.28289050523258963
wt	fad	P07724	Alb	0.12818123073673182	0.5216860194878629	0.7629159980046953	0.40496151555925125	0.28259080165337924
wt	fad	Q9DBR3	Armc8	0.04633061616739942	0.5219356956204171	0.7629159980046953	0.40496151555925125	0.2823830003645976
wt	fad	P23819	Gria2	-0.04047780262899403	0.5223794345181798	0.7629159980046953	0.40496151555925125	-0.2820139290742552
wt	fad	P17427	Ap2a2	-0.03958477734474755	0.5228777248254596	0.7629159980046953	0.40496151555925125	-0.2815998592058095
wt	fad	Q6URW6	Myh14	-0.04084959740823634	0.5231208398677784	0.7629159980046953	0.40496151555925125	-0.2813979783872083
wt	fad	Q7TQ95	Lnp	0.043082902820252234	0.5233908043291471	0.7629159980046953	0.40496151555925125	0.281173911929595
wt	fad	Q8VEH5	Epm2aip1	0.040138250011358734	0.5242709979343966	0.763564814418976	0.4053059121627226	0.28044416629053276
wt	fad	Q9CZW5	Tomm70a	0.041062203740396264	0.5248419360218972	0.7637625188378355	0.40541085514635844	0.27997147116427323
wt	fad	O88741	Gdap1	0.038670419358579455	0.526721356718463	0.7645600538481949	0.40583419269249904	0.2784190721552572
wt	fad	Q6ZWR6	Syne1	0.036037839919918824	0.5272444611052232	0.7645600538481949	0.40583419269249904	0.2779879739859587
wt	fad	Q8BMA6	Srp68	0.05303982629507202	0.5273592033018313	0.7645600538481949	0.40583419269249904	0.2778934704208625
wt	fad	Q99L13	Hibadh	-0.03530405677037862	0.5277827504474273	0.7645600538481949	0.40583419269249904	-0.277544807954387
wt	fad	Q9JL62	Gltp	-0.04006108145616716	0.527910999823624	0.7645600538481949	0.40583419269249904	-0.2774392887227927
wt	fad	Q8BWG8	Arrb1	0.05640914904427402	0.5281493111370956	0.7645600538481949	0.40583419269249904	0.2772432823222142
wt	fad	Q9WUM3	Coro1b	-0.030985937504238625	0.5286172914044237	0.7645600538481949	0.40583419269249904	-0.27685863492602053
wt	fad	Q9CR61	Ndufb7	-0.06390363317324506	0.5288751597559593	0.7645600538481949	0.40583419269249904	-0.2766468304744119
wt	fad	Q60605	Myl6	-0.07857835926987278	0.5297110254217388	0.7645935629279444	0.4058519795625553	-0.2759609875514898
wt	fad	Q3UVX5	Grm5	-0.04300588026256365	0.5297696709517837	0.7645935629279444	0.4058519795625553	-0.2759129084685957
wt	fad	P49443	Ppm1a	-0.03542505122243345	0.5302471206550929	0.7646538182002367	0.40588396351157685	-0.2755216811084299
wt	fad	Q8VCR7	Abhd14b	-0.0487281228348537	0.5311129715469779	0.7650375536025549	0.4060876531320632	-0.27481309153420563
wt	fad	P18872	Gnao1	0.03236481461781488	0.5319700109047778	0.7650375536025549	0.4060876531320632	0.2741128497832853
wt	fad	P08030	Aprt	-0.029817026413028715	0.5321375701240574	0.7650375536025549	0.4060876531320632	-0.27397607781356353
wt	fad	Q01853	Vcp	0.03311902940914012	0.5325012888695283	0.7650375536025549	0.4060876531320632	0.27367933671880845
wt	fad	Q8BWY3	Etf1	-0.06030834398631063	0.5327498209797367	0.7650375536025549	0.4060876531320632	-0.2734766875499886
wt	fad	O88587	Comt	0.034640772179197483	0.533944761309233	0.7650375536025549	0.4060876531320632	0.27250367012400467
wt	fad	Q9QWY8	Asap1	0.0357963862415219	0.5347041029331601	0.7650375536025549	0.4060876531320632	0.2718864834246368
wt	fad	Q8BHG1	Nrd1	-0.04466748248944287	0.5352886914690826	0.7650375536025549	0.4060876531320632	-0.27141193144274606
wt	fad	P62897	Cycs	-0.04381155056527517	0.5353004632996392	0.7650375536025549	0.4060876531320632	-0.271402380736894
wt	fad	Q9DCT2	Ndufs3	0.02754910156642211	0.5355488442097787	0.7650375536025549	0.4060876531320632	0.27120091362128457
wt	fad	P29341	Pabpc1	0.029023938689530102	0.5358691267480762	0.7650375536025549	0.4060876531320632	0.27094126342510294
wt	fad	Q9CXS4	Cenpv	-0.05180616455272441	0.5358999154801052	0.7650375536025549	0.4060876531320632	-0.27091631145149325
wt	fad	O35621	Pmm1	0.035708077015700515	0.5366460712207225	0.7650375536025549	0.4060876531320632	0.27031204575643353
wt	fad	Q9D892	Itpa	-0.035660913159381254	0.5367128224298023	0.7650375536025549	0.4060876531320632	-0.27025802900216317
wt	fad	P61089	Ube2n	-0.026275092749212275	0.5370520034406538	0.7650375536025549	0.4060876531320632	-0.2699836589674414
wt	fad	P25444	Rps2	0.03800819496281608	0.5395349314242923	0.7679511797645037	0.40763422768208146	0.2679804322902318
wt	fad	O35526	Stx1a	0.04126495744238792	0.5416898303343237	0.7703935593490584	0.40893066102562	0.2662493177654733
wt	fad	Q68FD5	Cltc	-0.03071807635925583	0.5437116976795232	0.7726429388077435	0.4101246484594126	-0.26463132327377525
wt	fad	Q6ZQ58	Larp1	0.041466373530915104	0.5453057248937605	0.7727865206096926	0.4102008627533533	0.2633599428473462
wt	fad	Q9Z1R2	Bag6	-0.033856725797393655	0.5457895553556831	0.7727865206096926	0.4102008627533533	-0.262974779576336
wt	fad	Q99MI1	Erc1	0.042436484047968626	0.5459455967519801	0.7727865206096926	0.4102008627533533	0.2628506324007305
wt	fad	Q00493	Cpe	0.03929063737023153	0.546571240238142	0.7727865206096926	0.4102008627533533	0.2623532239687844
wt	fad	P70414	Slc8a1	0.0368034209156364	0.546897141578732	0.7727865206096926	0.4102008627533533	0.26209434650985164
wt	fad	Q8BHN3	Ganab	0.032427960755657584	0.546952033486195	0.7727865206096926	0.4102008627533533	0.26205075868608985
wt	fad	Q9Z2I8	Suclg2	0.035721334665688234	0.5471298250659842	0.7727865206096926	0.4102008627533533	0.2619096103760116
wt	fad	Q61879	Myh10	-0.032138818363337374	0.54733541032356	0.7727865206096926	0.4102008627533533	-0.261746453902715
wt	fad	Q61330	Cntn2	-0.03731553366485238	0.5488426427542803	0.7742916704451462	0.41099980753902204	-0.2605521531442083
wt	fad	P62761	Vsnl1	0.03904394662167718	0.5520732410113958	0.7779695617864922	0.41295205976016963	0.25800330260217164
wt	fad	P61022	Chp1	0.04431690193212853	0.5524989996712706	0.7779695617864922	0.41295205976016963	0.2576685039553233
wt	fad	P62874	Gnb1	-0.03374891103464621	0.5527795119930232	0.7779695617864922	0.41295205976016963	-0.2574480618590136
wt	fad	Q6P5E8	Dgkq	0.02777131663419187	0.5541973387216339	0.7793400075772977	0.41367950263184605	0.25633556404870633
wt	fad	Q8CI71	Ccdc132	-0.035604343891271296	0.5556028027392832	0.7806908877561586	0.414396559930423	-0.2552355721296438
wt	fad	Q6PIC6	Atp1a3	0.025461767344242964	0.5565614615890999	0.7810258698513192	0.4145743709309739	0.2544868691457936
wt	fad	Q61548	Snap91	0.028095493244652825	0.5567312610735045	0.7810258698513192	0.4145743709309739	0.2543543918948827
wt	fad	P68369	Tuba1a	0.03082581545194875	0.5573674689212131	0.7812938561954705	0.41471662008600607	0.2538583827348351
wt	fad	Q9ERI6	Rdh14	0.032794119105403426	0.5578907350889479	0.7814032243264993	0.41477467350762937	0.25345085087347363
wt	fad	Q9WTR5	Cdh13	0.05721195309658554	0.5587868229417974	0.7820341900022763	0.41510959480564485	0.2527538437732099
wt	fad	Q9WTM5	Ruvbl2	-0.04132513256287317	0.5596507300230841	0.7826191483589742	0.4154200950747269	-0.2520829253980125
wt	fad	Q62108	Dlg4	-0.037958714275441924	0.5614187834833637	0.7840161754838619	0.41616164751726514	-0.2507130611944372
wt	fad	P80314	Cct2	-0.030870240857021787	0.5615432094491251	0.7840161754838619	0.41616164751726514	-0.2506168201624221
wt	fad	P17156	Hspa2	-0.031183616760507064	0.5638751312431107	0.7856925218316038	0.4170514646915795	-0.24881705881127653
wt	fad	Q8VCE6	Nt5m	0.056417145735273004	0.563929251945426	0.7856925218316038	0.4170514646915795	0.24877537725241639
wt	fad	P97351	Rps3a	0.045127891605413376	0.5647619168511451	0.7856925218316038	0.4170514646915795	0.24813459640920865
wt	fad	O35685	Nudc	0.026369376302347147	0.5647887733847354	0.7856925218316038	0.4170514646915795	0.2481139445793362
wt	fad	Q9EPL8	Ipo7	0.02518698316096682	0.5649823148441504	0.7856925218316038	0.4170514646915795	0.24796514631472943
wt	fad	P28271	Aco1	0.03686182151206231	0.5704373227651707	0.7926504366214366	0.42074477788175	0.24379206706102052
wt	fad	Q5DU25	Iqsec2	0.032145076429282965	0.5720290339799788	0.793478621411034	0.42118438455985824	0.24258192754038924
wt	fad	P14824	Anxa6	-0.02853226411537297	0.5724635488610861	0.793478621411034	0.42118438455985824	-0.24225216144654874
wt	fad	Q5SSL4	Abr	-0.029071959497429273	0.5732748574228897	0.793478621411034	0.42118438455985824	-0.24163710501050556
wt	fad	Q8VEK0	Tmem30a	0.048047759770629965	0.5734714567883994	0.793478621411034	0.42118438455985824	0.24148819322528345
wt	fad	Q9CR62	Slc25a11	0.03256260387791492	0.5739588667820428	0.793478621411034	0.42118438455985824	0.24111923054572473
wt	fad	O08586	Pten	0.027771470739758636	0.5742083609157463	0.793478621411034	0.42118438455985824	0.240930488131508
wt	fad	Q99PL6	Ubxn6	-0.02902746179844009	0.5749959577789157	0.793478621411034	0.42118438455985824	-0.24033520838946895
wt	fad	P50136	Bckdha	0.02479210009051286	0.5750810632854471	0.793478621411034	0.42118438455985824	0.24027093295181273
wt	fad	Q8BVQ5	Ppme1	0.028878466278591794	0.5751024538090229	0.793478621411034	0.42118438455985824	0.2402547793794184
wt	fad	Q9JMH6	Txnrd1	-0.04783235803368622	0.5766012451220224	0.7949215908791432	0.421950323541659	-0.23912442412429424
wt	fad	P55264	Adk	0.027737823532619096	0.5778590483257158	0.7959464368371179	0.4224943194382474	0.23817808199381346
wt	fad	Q8CDG3	Vcpip1	0.03087872944837633	0.5782516848816668	0.7959464368371179	0.4224943194382474	0.23788309312933692
wt	fad	Q9JI91	Actn2	0.042640281832668846	0.5797385264281258	0.7970925831358758	0.423102702462606	0.23676783770206744
wt	fad	Q9Z2I0	Letm1	0.029194066970318476	0.580067598456544	0.7970925831358758	0.423102702462606	0.2365213927715582
wt	fad	Q8K298	Anln	-0.03206316112497554	0.5804469066938173	0.7970925831358758	0.423102702462606	-0.2362374988960002
wt	fad	Q9QUP5	Hapln1	0.05851684771925941	0.5816419840902938	0.7972791008402428	0.42320170745455354	0.23534425276686144
wt	fad	O35927	Ctnnd2	0.03260022594683222	0.5819434667413862	0.7972791008402428	0.42320170745455354	0.23511920310747403
wt	fad	Q8BGZ1	Hpcal4	0.056624003869696474	0.5825621960702767	0.7972791008402428	0.42320170745455354	0.2346577012578975
wt	fad	P56480	Atp5b	-0.021296972839568946	0.582588698008378	0.7972791008402428	0.42320170745455354	-0.23463794476878078
wt	fad	P70670	Naca	-0.03164672889539878	0.5828541802723827	0.7972791008402428	0.42320170745455354	-0.23444008439064745
wt	fad	P48962	Slc25a4	0.028215514558961124	0.5834550012066175	0.7974793824903534	0.4233080184518057	0.23399263315974636
wt	fad	Q8K019	Bclaf1	-0.03433491886816881	0.5848389819561408	0.7981544684996466	0.4236663591527101	-0.23296368754777225
wt	fad	Q9QYB5	Add3	0.023795299523691624	0.5848584880288008	0.7981544684996466	0.4236663591527101	0.23294920281143996
wt	fad	P70404	Idh3g	-0.023460287846502753	0.5858396242530333	0.7988722148904999	0.4240473443030901	-0.23222125741976227
wt	fad	P63321	Rala	-0.02833983301984605	0.5890306421470117	0.8021903678298747	0.42580864469094537	-0.22986211205634072
wt	fad	P61202	Cops2	-0.03437178052717703	0.5891871134659308	0.8021903678298747	0.42580864469094537	-0.2297467604917281
wt	fad	Q8VCW8	Acsf2	0.04292214084914692	0.5897300485112279	0.8023071590210891	0.42587063832841243	0.22934674305457559
wt	fad	P20357	Map2	-0.037603483424461154	0.5912380819860523	0.8037357350004042	0.4266289371387507	-0.22823760055410636
wt	fad	P59759	Mkl2	-0.039179201237376615	0.5920702489061671	0.8042440300544297	0.42689874395361344	-0.22762676134749735
wt	fad	Q8K2B3	Sdha	-0.023007822647643752	0.5932875198842431	0.8044252952337186	0.42699496086597977	-0.2267347871798445
wt	fad	Q08642	Padi2	0.03003754445306229	0.5934083384671034	0.8044252952337186	0.42699496086597977	0.2266463553484538
wt	fad	O88935	Syn1	-0.02255804670935252	0.593578779104083	0.8044252952337186	0.42699496086597977	-0.22652163381180812
wt	fad	Q9WV18	Gabbr1	0.04102821691181094	0.5949233688823918	0.8056253953615723	0.4276319829861995	0.22553897143923052
wt	fad	P27671	Rasgrf1	0.04897251106527076	0.5956699887309209	0.8060145182904905	0.4278385323460841	0.22499428013765949
wt	fad	Q8K021	Scamp1	0.03427881483281374	0.5964072257454587	0.8063588106879265	0.4280212853246896	0.2244571035115137
