control	mutant	uniprot	symbol	logfc	pvalue	fdr	qvalue	score
fad	fx	P63085	Mapk1	-0.034451223931226106	0.43771186609566803	0.7084772874020899	0.39478806425408286	-0.3588116797747834
fad	fx	Q9CQW2	Arl8b	-0.07866642405065555	0.4377532327539041	0.7084772874020899	0.39478806425408286	-0.3587706380212203
fad	fx	Q8C2Q3	Rbm14	-0.04887000096951927	0.4377541710912697	0.7084772874020899	0.39478806425408286	-0.35876970709879
fad	fx	Q05816	Fabp5	0.07538912638482281	0.4422732110090387	0.714327337354984	0.3980479145524058	0.3543093655440178
fad	fx	Q8K0U4	Hspa12a	0.04345228667269488	0.44239883402157987	0.714327337354984	0.3980479145524058	0.35418602632058505
fad	fx	Q9QWY8	Asap1	-0.03643660792169749	0.44359499684067716	0.7154258844395572	0.398660063007582	-0.35301336075718626
fad	fx	Q922Q8	Lrrc59	-0.062163864459093304	0.44450721997532106	0.7160644763133222	0.39901590850069085	-0.35212118054309016
fad	fx	Q91VR2	Atp5c1	-0.032978181501940165	0.44634091061984316	0.7181750455409394	0.40019199071907874	-0.3503333048642195
fad	fx	Q60631	Grb2	0.03815794895316793	0.4473197787990527	0.7181750455409394	0.40019199071907874	0.34938189853340246
fad	fx	P63330	Ppp2ca	0.043076408330573315	0.4473707565590278	0.7181750455409394	0.40019199071907874	0.3493324079911289
fad	fx	Q8CAA7	Pgm2l1	-0.04060210250371111	0.4483379466714549	0.7188525740459275	0.4005695330506644	-0.34839450152551554
fad	fx	Q9D9V3	Echdc1	0.04431894330370756	0.44882936490538805	0.7188525740459275	0.4005695330506644	0.34791873686959546
fad	fx	Q9Z2I0	Letm1	-0.0384166987300917	0.4512521384736665	0.7218993264855542	0.4022672889551792	-0.345580726969693
fad	fx	Q6PHN9	Rab35	0.03502792628977401	0.4528361479502453	0.7235987755840901	0.403214280809173	0.34405891258674365
fad	fx	Q9JKB1	Uchl3	0.05198086756033021	0.45367800369091527	0.7241097711384343	0.40349902521711545	0.34325227673406433
fad	fx	P20357	Map2	0.049405978525992406	0.4545403552017909	0.7246522674309012	0.4038013229265499	0.3424275530065275
fad	fx	Q99P72	Rtn4	-0.039028827923807616	0.4556059626180784	0.7252539408973618	0.40413659620539844	-0.34141060084582536
fad	fx	P20917	Mag	-0.06646997742992991	0.4570652888831195	0.7252539408973618	0.40413659620539844	-0.340021759281497
fad	fx	Q9D0F3	Lman1	0.04200682251349229	0.4571018239887985	0.7252539408973618	0.40413659620539844	0.3399870457273182
fad	fx	Q91YT0	Ndufv1	0.03346626180489882	0.45747233354641825	0.7252539408973618	0.40413659620539844	0.33963516553511336
fad	fx	Q9JIF7	Copb1	-0.036929222881417215	0.4575322265935051	0.7252539408973618	0.40413659620539844	-0.33957831069301864
fad	fx	Q9D051	Pdhb	-0.03601931341724533	0.4597415271718772	0.7279240846888055	0.4056244927370849	-0.3374862658667359
fad	fx	Q60900	Elavl3	-0.0519528707311635	0.4619180153561262	0.7305362454948086	0.40708007914254857	-0.3354350994179238
fad	fx	Q99JF8	Psip1	0.07096005334300737	0.4637697611162649	0.7326294517861724	0.40824648613194164	0.33369757180082016
fad	fx	Q61699	Hsph1	-0.06271054241916525	0.46555309044967563	0.7346099390827078	0.4093500821963208	-0.3320307860583369
fad	fx	Q8BH57	Wdr48	-0.040141664437148616	0.4676786174804983	0.7371252755061946	0.4107517147048483	-0.3300524858163475
fad	fx	P63005	Pafah1b1	-0.03696493907968888	0.4687216445080682	0.7379306707522028	0.4112005088098745	-0.3290849912773646
fad	fx	Q80U28	Madd	-0.040703620859011566	0.4703122887288612	0.7384966297064529	0.4115158807264747	-0.3276136734814147
fad	fx	P28661	Septin4	0.05056544644312705	0.4705985013510796	0.7384966297064529	0.4115158807264747	0.3273494601944063
fad	fx	O08553	Dpysl2	0.03402439716493103	0.4709802883881694	0.7384966297064529	0.4115158807264747	0.32699726871693463
fad	fx	Q9QXZ0	Macf1	-0.033881069668557195	0.4712108992719617	0.7384966297064529	0.4115158807264747	-0.326784672722386
fad	fx	Q9QYI3	Dnajc7	-0.05024883193529624	0.47256270898111896	0.7386796346010592	0.4116178573873717	-0.3255405525358789
fad	fx	Q80W21	Gstm7	0.08916165243490679	0.4729778643158853	0.7386796346010592	0.4116178573873717	0.32515918406222566
fad	fx	P52196	Tst	0.036387351828300954	0.4732578649894529	0.7386796346010592	0.4116178573873717	0.32490215984036885
fad	fx	P26231	Ctnna1	-0.03630412751543477	0.473457963345596	0.7386796346010592	0.4116178573873717	-0.32471857441673074
fad	fx	Q9Z1Q9	Vars	-0.04174077460056172	0.47562679851390566	0.7412296286952664	0.41303880234949303	-0.322733683660515
fad	fx	Q8BX94	Osbpl2	0.048501334490113956	0.47753976735760595	0.7433755974466885	0.4142346104076882	0.3209904564889608
fad	fx	Q9CX34	Sugt1	0.04242212367216064	0.4780861131313465	0.7433917476605131	0.4142436098657746	0.3204938709831831
fad	fx	P62334	Psmc6	-0.03656623900459391	0.4795006646686041	0.7441651536902695	0.4146745784723894	-0.31921078648767215
fad	fx	P70404	Idh3g	-0.028982358860315867	0.4796611170892837	0.7441651536902695	0.4146745784723894	-0.3190654854490268
fad	fx	Q62443	Nptx1	-0.05487011943279942	0.48035815297104145	0.7441651536902695	0.4146745784723894	-0.31843483375322973
fad	fx	P62874	Gnb1	-0.03911097779279997	0.48072961622673505	0.7441651536902695	0.4146745784723894	-0.31809912154175224
fad	fx	O35857	Timm44	0.039576161805987206	0.4820256932020799	0.7451472077855257	0.4152218130022085	0.3169298121377181
fad	fx	B1AZP2	Dlgap4	-0.04486088792063399	0.48243849501903535	0.7451472077855257	0.4152218130022085	-0.3165580460019498
fad	fx	P32921	Wars	0.033291478954796935	0.4869106371212043	0.7512180797409459	0.41860471296277496	0.3125507376895107
fad	fx	Q8BNW9	Kbtbd11	0.032235666763950566	0.4875890048126793	0.7514288329724291	0.41872215195732293	0.3119460963330251
fad	fx	Q8BMF3	Me3	-0.03453246470345491	0.4891692942220742	0.7530275372763784	0.41961300532509305	-0.31054081199643363
fad	fx	Q05793	Hspg2	0.07580934326252708	0.4898586316218454	0.7532526852100881	0.4197384655459083	0.30992923500161984
fad	fx	Q11011	Npepps	0.0321003474010195	0.49138489356248183	0.7542068311689187	0.42027014869623747	0.3085781989819042
fad	fx	Q9ER00	Stx12	-0.047284759614433514	0.49156667294643297	0.7542068311689187	0.42027014869623747	-0.30841756892247185
fad	fx	Q9ERK4	Cse1l	0.030653517258724283	0.49231705351414645	0.7545234842255483	0.42044659873844736	0.30775512031333857
fad	fx	Q8K310	Matr3	0.035071668328105654	0.49360455615209997	0.7551066543909747	0.42077156133757837	0.3066208402580733
fad	fx	Q91Z31	Ptbp2	0.047337728411108226	0.49392468979493076	0.7551066543909747	0.42077156133757837	0.30633926423388175
fad	fx	Q6ZWR6	Syne1	-0.04034190238206622	0.49556021759118973	0.7551066543909747	0.42077156133757837	-0.3049035650362774
fad	fx	Q91XM9	Dlg2	-0.03194858114091076	0.49574666114338595	0.7551066543909747	0.42077156133757837	-0.30474020208864333
fad	fx	Q91VI7	Rnh1	-0.0496568190348583	0.496152398364603	0.7551066543909747	0.42077156133757837	-0.3043849049555002
fad	fx	Q5DU25	Iqsec2	-0.045702988632596406	0.4963378918986734	0.7551066543909747	0.42077156133757837	-0.30422256821527455
fad	fx	Q64105	Spr	0.03225518852332121	0.4980529849172518	0.7551066543909747	0.42077156133757837	0.30272445275606985
fad	fx	Q9QZF2	Gpc1	-0.07197627561305753	0.49838287697495975	0.7551066543909747	0.42077156133757837	-0.30243688722174883
fad	fx	P08414	Camk4	0.04067933904688967	0.49840848685585093	0.7551066543909747	0.42077156133757837	0.30241457115770726
fad	fx	Q99MI1	Erc1	-0.04915796217958451	0.49914308771187	0.7551066543909747	0.42077156133757837	-0.30177493875378203
fad	fx	P63321	Rala	-0.034878997747171764	0.4994499658862478	0.7551066543909747	0.42077156133757837	-0.3015080121985369
fad	fx	Q8CGF7	Tcerg1	0.041730516839581844	0.5013506537886832	0.7551066543909747	0.42077156133757837	0.29985841437844507
fad	fx	P32067	Ssb	0.035875185386717065	0.5015428900473387	0.7551066543909747	0.42077156133757837	0.29969192183715504
fad	fx	Q71M36	Cspg5	0.03405230033126719	0.5019456974372078	0.7551066543909747	0.42077156133757837	0.29934326408804346
fad	fx	P23116	Eif3a	-0.0360463643632558	0.5025540631082499	0.7551066543909747	0.42077156133757837	-0.2988172114266201
fad	fx	O08709	Prdx6	0.06386951029389093	0.5026276521737575	0.7551066543909747	0.42077156133757837	0.2987536222772164
fad	fx	Q6P4T2	Snrnp200	0.029932310006957702	0.5028180842934599	0.7551066543909747	0.42077156133757837	0.2985891109231907
fad	fx	Q7TMK9	Syncrip	0.035130434451816184	0.5030513603989111	0.7551066543909747	0.42077156133757837	0.2983876722022747
fad	fx	Q8CCB4	Vps53	0.0488047940918956	0.5033243459773936	0.7551066543909747	0.42077156133757837	0.29815206211643747
fad	fx	P61027	Rab10	-0.03926922275546957	0.503585908660167	0.7551066543909747	0.42077156133757837	-0.2979264308214294
fad	fx	P28652	Camk2b	-0.04262850771375593	0.5059438627832278	0.7573087271296601	0.4219986324791814	-0.29589766781627763
fad	fx	P62137	Ppp1ca	-0.03300604323563352	0.5066869940509626	0.7573087271296601	0.4219986324791814	-0.29526024330039197
fad	fx	P20152	Vim	-0.09699668621901142	0.5066925009202051	0.7573087271296601	0.4219986324791814	-0.29525552324648036
fad	fx	P23506	Pcmt1	0.03410425812290967	0.5075013558258478	0.757399920502199	0.4220494485824745	0.294562793164705
fad	fx	P51150	Rab7a	-0.029236342783336214	0.5078456568616042	0.757399920502199	0.4220494485824745	-0.2942682573187225
fad	fx	O08919	Numbl	0.03668583357531933	0.5123713007230712	0.7624277224993729	0.42485111386266367	0.2904152042331034
fad	fx	Q05920	Pc	-0.03428217571139847	0.5124886703379237	0.7624277224993729	0.42485111386266367	-0.2903157311777872
fad	fx	Q8BSS9	Ppfia2	-0.03338201556698427	0.5129528504656482	0.7624277224993729	0.42485111386266367	-0.2899225524781557
fad	fx	Q68FH0	Pkp4	-0.035944405252425246	0.5134962051508399	0.7624277224993729	0.42485111386266367	-0.2894627615859624
fad	fx	Q6PDS3	Sarm1	-0.030383443863177095	0.5142244306560249	0.7624277224993729	0.42485111386266367	-0.28884729399604525
fad	fx	P13020	Gsn	0.03351629632733688	0.5145150311891946	0.7624277224993729	0.42485111386266367	0.2886019331130782
fad	fx	E9Q401	Ryr2	-0.037836069434912994	0.5158912333133178	0.7636511639333743	0.425532857771814	-0.28744185215382867
fad	fx	Q9EPL8	Ipo7	0.03661404855445162	0.5178310618309252	0.765705418720142	0.4266775596347721	0.2858119021878101
fad	fx	A2RT62	Fbxl16	-0.035338344224734336	0.5194970917919974	0.7673508693455808	0.42759446167072124	-0.2844168793334121
fad	fx	Q8BPN8	Dmxl2	-0.03289790653940709	0.5230384260721866	0.7711438906048191	0.4297080643891657	-0.28146640364117775
fad	fx	Q61543	Glg1	-0.031612158492270136	0.523378983644136	0.7711438906048191	0.4297080643891657	-0.28118372050132073
fad	fx	Q7TQ95	Lnp	-0.04527756960594517	0.5243316100083497	0.7711438906048191	0.4297080643891657	-0.2803939594932494
fad	fx	P28660	Nckap1	-0.025907725169679485	0.5247068764685106	0.7711438906048191	0.4297080643891657	-0.28008324418214503
fad	fx	Q60930	Vdac2	-0.039235943402593454	0.5248448685875625	0.7711438906048191	0.4297080643891657	-0.279969044541245
fad	fx	Q9ESN9	Mapk8ip3	-0.02974829766682474	0.525564543897642	0.7713079886034443	0.4297995054732727	-0.2793739412203497
fad	fx	P12367	Prkar2a	-0.030126661101617075	0.526068750698528	0.7713079886034443	0.4297995054732727	-0.2789574952039163
fad	fx	P53395	Dbt	0.03588454030285906	0.5272137531463363	0.7721705127919414	0.43028013380223123	0.27801326905582224
fad	fx	P30416	Fkbp4	0.033824145299827565	0.52817916371571	0.7727330302173459	0.43059358797985053	0.2772187353929683
fad	fx	Q9JHS3	Lamtor2	0.04366613459427929	0.5302707089963794	0.7727330302173459	0.43059358797985053	0.27550236170394043
fad	fx	P62196	Psmc5	-0.029728500331757945	0.5305645288279963	0.7727330302173459	0.43059358797985053	-0.27526178837029136
fad	fx	Q8BVQ5	Ppme1	0.03171465556698416	0.5317424902547452	0.7727330302173459	0.43059358797985053	0.27429863487883954
fad	fx	Q9Z0R4	Itsn1	0.029787196197556154	0.5320685309237354	0.7727330302173459	0.43059358797985053	0.27403242656733856
fad	fx	Q91W43	Gldc	-0.037371339797403216	0.5331439688521554	0.7727330302173459	0.43059358797985053	-0.2731554993500377
fad	fx	Q8CHH9	Septin8	-0.03394345358331674	0.5331642795334101	0.7727330302173459	0.43059358797985053	-0.27313895475928357
